737726,1622,2003,80,98%
737727,1580,2000,79,0%
737728,1527,1985,76,93%
737729,1462,1965,74,40%
737730,1436,1947,73,75%
737731,1401,1925,72,78%
737732,1382,1909,72,39%
737733,1351,1885,71,67%
737734,1307,1863,70,16%
737735,1280,1846,69,34%
737736,1232,1841,66,92%
737737,1233,1841,66,97%
737738,1190,1810,65,75%
737739,1167,1811,64,44%
737740,1145,1766,64,84%
737741,1125,1766,63,70%
737742,1097,1744,62,90%
737743,1036,1735,59,71%
737744,1049,1735,60,46%
737745,1004,1724,58,24%
737746,1021,1727,59,12%
737747,1010,1728,58,45%
737748,981,1718,57,10%
737749,955,1706,55,98%
737750,917,1694,54,13%
737751,942,1692,55,67%
737752,941,1678,56,8%
737753,937,1684,56,8%
737756,950,1652,57,51%
737757,915,1629,56,17%
737758,900,1605,56,7%
737759,899,1611,55,80%
737760,877,1600,54,81%
737761,857,1596,53,70%
737762,874,1595,54,80%
737763,860,1593,53,99%
737764,836,1566,53,38%
737765,768,1546,49,68%
737766,794,1517,52,34%
737767,789,1512,52,18%
737768,789,1513,52,15%
737769,773,1515,51,2%
737770,785,1512,51,92%
737771,782,1507,51,89%
737772,762,1484,51,35%
737773,756,1459,51,82%
737774,777,1455,53,40%
737775,765,1452,52,69%
737776,797,1440,55,35%
737777,797,1434,55,58%
737778,795,1429,55,63%
737779,793,1443,54,95%
737780,772,1432,53,91%
737781,789,1434,55,2%
737782,786,1441,54,55%
737783,779,1457,53,47%
737784,788,1458,54,5%
737785,814,1464,55,60%
737786,829,1460,56,78%
737786,860,1461,58,86%
737787,892,1470,60,68%
737788,917,1480,61,96%
737789,956,1479,64,64%
737790,1007,1496,67,31%
737791,1018,1522,66,89%
737792,1051,1554,67,63%
737793,1076,1585,67,89%
